author	exact_title	publication_year	volume	issue	pages	document_type	subfield	contemporaneous_review_status	technical_depth_availability	target_line_exclusion_status	full_text_status
Alonzo Church	Paulette Destouches. La Logique symbolique en France et les récentes Journées de Logique. Revue philosophique de la France et de l'Étranger, vol. 136 (1946), pp. 221–225.	1946	11	3	91-91	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
M. Kokoszyńska	Adam Wiegner. W sprawie zalożeń i charakieru logiki tradycyjnej (About the presuppositions and character of traditional logic). Kwartalnik filozoficzny, vol. 15 (1938), pp. 108–122.	1946	11	3	92-92	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Henryk Stonert	Jerzy Slupecki. Dowód aksjomalyzowalnoici pełnych systemów wielowartosciowych rachunku zdań (Proof of the axiomatizability of full many-valued systems of propositional calculus). Polish with German abstract. Comptes rendus des séances de la Société des Sciences et des Lettres de Varsovie, Classe III, vol. 32 (1939), pp. 110–128.	1946	11	3	92-93	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	L. Chwistek. Ob aksiomé Cérmélo i éé roli v sovréménnoj matématiké (Sur I'axiome de Zermelo et son rôle dans les mathématiques contemporaines). Russian, with abstracts in French and Georgian. Soobŝĉéniá Akadémii Nauk Gruzinskoj SSR (Bulletin of the Academy of Sciences of the Georgian SSR), vol. 3 (1942), pp. 981–985.	1946	11	3	93-93	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	L. Chwistek. Ob osnoadh semantiki (Sur les fondements de la sémantique). Russian, with abstracts in French and Georgian. Soobŝĉéniá Akadémii Nauk Gruzinskoj SSR (Bulletin of the Academy of Sciences of the Georgian SSR), vol. 4 (1943), pp. 187–194.	1946	11	3	93-94	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	Stanislaw Zaremba. Uwagi o metodzie w matematyce i fizyce (Remarks on method in mathematics and physics). Przeglad filozoficzny, vol. 41 (1938), pp. 31–36.	1946	11	3	93-93	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	Z. Jordan. The development of mathematical logic and of logical positivism in Poland between the two wars. Polish science and learning, no. 6. Oxford University Press, London, New York, Toronto, 1945, 47 pp.	1946	11	3	94-95	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	Frederic B. Fitch. Self-reference in philosophy. Mind, n. s. vol. 55 (1946), pp. 64–73.	1946	11	3	95-96	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Albert A. Bennett	E. W. Beth. Geschiedenis der logica (History of logic). Servire's encyclopaedie, no. 37. N. V. Servire, The Hague1944, 96 pp.	1946	11	3	96-96	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Oscar Miro Quesada. El número y la realidad. Biblioteca de la Sociedad Peruana de Filosofia, vol. 3. Lima 1944, 74 pp	1946	11	3	96-96	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	Ruth C. Barcan. A functional calculus of first order based on strict implication. The journal of symbolic logic, vol. 11 (1946), pp. 1–16.	1946	11	3	96-97	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Thomas Storer. The logic of value imperatives. Philosophy of science, vol. 13 (1946), pp. 26–40.	1946	11	3	97-98	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Herbert Gaylord Bohnert. The semiotic status of commands. Philosophy of science, vol. 12 (1945), pp. 302–315.	1946	11	3	98-98	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	J. C. C. McKinsey. On the syntactical construction of systems of modal logic. The journal of symbolic logic, vol. 10 (1945), pp. 83–94.	1946	11	3	98-99	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Alston S. Householder and Herbert D. Landahl. Mathematical biophysics of the central nervous system. Mathematical biophysics monograph series, no. 1. The Principia Press, Inc., Bloomington, Indiana, 1945, ix + 124 pp.	1946	11	3	99-99	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	N. Rashevsky. Mathematical biophysics of abstraction and logical thinking. The bulletin of mathematical biophysics, vol. 7 (1945), pp. 133–148. - N. Rashevsky. Some remarks on the Boolean algebra of nervous nets in mathematical biophysics. The bulletin of mathematical biophysics, vol. 7 (1945), pp. 203–211. - N. Rashevsky. The neural mechanism of logical thinking. The bulletin of mathematical biophysics, vol. 8 (1946), pp. 29–40. - Arthur W. Burks. Laws of nature and reasonableness of regret. Mind, n.s. vol. 55 (1946), pp. 170–172.	1946	11	3	99-100	review	algebraic logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	C. G. Hempel. Geometry and empirical science. The American mathematical monthly, vol. 52 (1945), pp. 7–17.	1946	11	3	100-100	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	C. G. Hempel. On the nature of mathematical truth. The American mathematical monthly, vol. 52 (1945), pp. 543–556.	1946	11	3	100-100	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Frederic Harold Young. Charles Sanders Peirce. America's greatest logician and most original philosopher. A paper delivered 15 October 1945, at Milford, Pennsylvania, before the Pike County Historical Society. Privately printed 1946, 8 pp.	1946	11	3	100-100	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	G. Bouligand. Les crises de l'unite dans la Mathématique. Revue générale des sciences pures et appliquées, vol. 52 no. 11-12 (1945), pp. 215–221.	1946	11	3	100-100	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	K. Chandrasekharan. Partially ordered sets and symbolic logic. The mathematics student, vol. 12 (1944), pp. 14–24.	1946	11	3	100-101	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Marcel Barzin. Cours de logique. Mimeographed. Volume I, 1939, 113 + II pp. Volume II, 1940, 65 pp. Maison Desoer, Liége. [Cf. IV 91 (1).] - Louis Rougier. La relativité de la logique. Revue de métaphysique et de morale, vol. 47 no. 3 (for 1940, pub. 1942), pp. 305–330.	1946	11	3	100-100	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
	J. Dieudonné. Os métodos axiomáticos modernos e os fundamentos da matemética. A translation by M. Zaluar of portions of IV 163 (1). Gazeta de matemática (Lisbon), vol. 2 (1941), no. 8, pp. 1–2.	1946	11	3	101-104	bibliographical notice / unattributed review	proof theory and formal systems	review-of-record entry reached; reviewer metadata absent			metadata only; full text not reached
Alonzo Church	José Sebastiāo E Silva. A lógica matemática e o ensino médio. Gazeta de matemática (Lisbon), vol. 2 (1941), no. 5, pp. 1–4, and no. 6, pp. 3-7, and no. 7, pp. 3-4.	1946	11	3	101-101	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Albert A. Bennett	José Sebastiāo E Silva. Sôbre o método axiomático. Gazeta de matemática (Lisbon), vol. 6 no. 26 (1945), pp. 2–3.	1946	11	3	101-101	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
	Notice of a meeting of the Association for Symbolic Logic	1946	11	3	104-104	meeting/bibliographical notice	editorial/association apparatus				metadata only; full text not reached
	Errata	1946	11	3	iv-iv	errata	editorial/association apparatus				metadata only; full text not reached
	JSL volume 11 issue 3 Cover and Back matter	1946	11	3	b1-b1	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
	JSL volume 11 issue 3 Cover and Front matter	1946	11	3	f1-f6	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
W. V. Quine	Concatenation as a basis for arithmetic	1946	11	4	105-114	primary technical publication	unclassified from title metadata	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Ruth C. Barcan	The deduction theorem in a functional calculus of first order based on strict implication	1946	11	4	115-118	primary technical publication	propositional, many-valued, and modal logic	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
A. Heyting	On weakened quantification	1946	11	4	119-121	primary technical publication	proof theory and formal systems	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Max Black	Georg Henrik Von Wright. Über Wahrscheinlichkeit. Eine logische und philosophische Untersuchung. Acta Societatis Scientiarum Fennicae, new series A, vol. 3 no. 11, Helsingfors 1945, 66 pp.	1946	11	4	122-124	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Max Black	Carl G. Hempel. A note on the paradoxes of confirmation. Mind, n. s. vol. 55 (1946), pp. 79–82.	1946	11	4	124-124	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Rudolf Carnap. Remarks on induction and truth. Philosophy and phenomenological research, vol. 6 no. 4 (1946), pp. 590–602. - Felix Kaufmann. On the nature of inductive inference. Philosophy and phenomenological research, vol. 6 no. 4 (1946), pp. 602–609. - Rudolf Carnap. Rejoinder to Mr. Kaufmann's reply. Philosophy and phenomenological research, vol. 6 no. 4 (1946), pp. 609–611.	1946	11	4	124-125	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	E. W. Beth. Logica. Eerste Nederlandse systematisch ingerichte encyclopaedic, vol. I, Amsterdam 1946, pp. 113–119.	1946	11	4	125-125	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
S. Karlin	Baruch Germanski. (Axioms of the natural numbers). (Riveon lemathematika) (Jerusalem), vol. 1 no. 1 (June 1946).	1946	11	4	126-127	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Edmund Landau. Grundlagen der Analysis. (Das Rechnen mit ganzen, rationalen, irrationalen, komplexen Zahlen.) Ergänzung zu den Lehrbüchern der Differential- und Integralrechnung. Forewords translated by F. Steinhardt. Chelsea Publishing Company, New York 1946, XX + 139 pp.	1946	11	4	126-126	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	Vitorino Magalhāis Godinho. Esboços sôbre alguns problemas da lógica. Colecçāo “Universitas” no. 9. Coimbra Editora, Coimbra, Portugal, 1943, iv + 135 pp.	1946	11	4	126-126	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
George D. W. Berry	Frederic B. Fitch. A minimum calculus for logic. The journal of symbolic logic, vol. 9 (1944), pp. 89–94.	1946	11	4	127-128	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Max Black	K. Chandrasekharan. A further note on intuitionistic set-theory. The mathematics student, vol. 13 (1945), pp. 49–51.	1946	11	4	127-127	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
H. E. Vaughan	S. C. Kleene. On the forms of predicates in the theory of constructive ordinals. American journal of mathematics, vol. 66 (1944), pp. 41–58.	1946	11	4	127-127	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
Jan Kalicki	Jerzy Slupecki. Kryterium pelności wielowartościowych systemów logiki zdań (A criterion of fullness of many-valued systems of propositional logic). Polish with German abstract. Comptes rendus des séances de la Société des Sciences et des Lettres de Varsovie, Classe III, vol. 32 (1939), pp. 102–110.	1946	11	4	128-128	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Wanda Szmielew	D. A. Boĉvar (D. A. Bochvar). K voprosu o néprotivoréĉivosti odnogo tréhznaĉnogo isĉisléniá (On the consistency of a three-valued logical calculus). Russian with brief English abstract. Matématiĉéskij sbornik (Recueil mathématique), vol. 12 (54), no. 3 (1943), pp. 353–369.	1946	11	4	129-129	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Wanda Szmielew	D. A. BOĉvar (D. A. Bochvar). K voprosu o paradoksah matématiĉéskoj logiki i téorii množéstv (To the question of paradoxes of the mathematical logic and theory of sets). Russian with English abstract. Matématiĉéskij sbornik (Recueil mathématique), vol. 15 (57), no. 3 (1944), pp. 369–384.	1946	11	4	129-129	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	P. S. Novikoff. On the consistency of certain logical calculus. English with brief Russian abstract. Matématiĉéskij sbornik (Recueil mathématique), vol. 12 (54), no. 2 (1943), pp. 231–261.	1946	11	4	129-131	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Alexandre Koyré. The liar. Philosophy and phenomenological research, vol. 6 no. 3 (1946), pp. 344–362.	1946	11	4	131-131	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Paul Finsler. Gibt es unentscheidbare Sätzei Commentarii mathematici Helvetici, vol. 16 no. 4 (1944), pp. 310–320.	1946	11	4	131-132	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Morton G. White. A note on the “paradox of analysis.” Mind, n.s. vol. 54 (1945), pp. 71–72. - Max Black. The “paradox of analysis” again: a reply. Mind, n.s. vol. 54 (1945), pp. 272–273. - Morton G. White. Analysis and identity: a rejoinder. Mind, n.s. vol. 54 (1945), pp. 357–361. - Max Black. How can analysis be informative? Philosophy and phenomenological research, vol. 6 no. 4 (1946), pp. 628–631.	1946	11	4	132-133	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	A. D. Ritchie. A defence of Aristotle's logic. Mind, n.s. vol. 55 (1946), pp. 256–262.	1946	11	4	134-134	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	E. W. Beth. Logica en grondslagenonderzoek 1940–1945 (Logic and foundations-research 1940-1945). Algemeen Nederlands tijdschrift voor wijsbegeerte en psychblogie, vol. 38 (1946), pp. 103–108.	1946	11	4	134-134	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	F. I. Mautner. An extension of Klein's Erlanger program: Logic as invariant-theory. American journal of mathematics, vol. 68 (1946), pp. 345–384.	1946	11	4	134-136	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Stéphane Lupasco. Valeurs logiques et contradiction. Revue philosophique de la France et de l'Êtranger, vol. 135 (1945), pp. 1–31.	1946	11	4	134-134	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
László Kalmár	Haskell B. Curry. The paradox of Kleene and Rosser. Transactions of the American Mathematical Society, vol. 50 (1941), pp. 454–516.	1946	11	4	136-137	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
	List of officers and Members of the Association for Symbolic Logic	1946	11	4	138-142	association record	editorial/association apparatus				metadata only; full text not reached
	Errata	1946	11	4	iv-iv	errata	editorial/association apparatus				metadata only; full text not reached
	JSL volume 11 issue 4 Cover and Back matter	1946	11	4	b1-b1	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
	JSL volume 11 issue 4 Cover and Front matter	1946	11	4	f1-f6	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
Emil L. Post	Recursive Unsolvability of a problem of Thue	1947	12	1	1-11	primary technical publication	computability, recursion, and decidability	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Ruth C. Barcan	The identity of individuals in a strict functional calculus of second order	1947	12	1	12-15	primary technical publication	proof theory and formal systems	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
George D. W. Berry	Willard Van Orman Quine. O sentido da nova lógica (The meaning of the new logic). Biblioteca de ciéncias sociais. Livraria Martins Editora, Sãao Paulo1944, 252 pp.	1947	12	1	16-17	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
George D. W. Berry	W. V. Quine. On the logic of quantification. The journal of symbolic logic, vol. 10 (1945), pp. 1–12.	1947	12	1	17-19	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
E. W. Beth	Andrew Paul Ushenko. Power and events. An essay on dynamics in philosophy. Princeton University Press, Princeton1946, xxi + 301 pp.	1947	12	1	19-20	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Max Black	James Feibleman. An introduction to Peirce's philosophy interpreted as a system.With a foreword by Bertrand Russell. Harper and Brothers, New York and London1946, xx + 503 pp.	1947	12	1	19-19	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	Fausto I. Toranzos. Introducción a la epistemología y fundamentación de la matemática. Preface and appendix (La investigación matemática) by J. Rey Pastor. Espasa-Calpe Argentina, Buenos Aires and Mexico City, 1943, 238 pp.	1947	12	1	20-21	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Max Black	Jean Cavaillés and Albert Lautman. La pensée mathématique. Separate papers by the two authors, with discussion by Cartan, Chabauty, Dubreil, Ehresmann, Fréchet, Hyppolite, Paul Lévy, Schrecker, and the authors. Bulletin de la Société Française de Philosophie, vol. 40, no. 1 (1946), pp. 1–39.	1947	12	1	21-22	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Everett J. Nelson	C. Lewy. Equivalence and identity. Mind, n.s., vol. 55 (1946), pp. 223–233.	1947	12	1	22-23	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Harold R. Smart. Bolzano's logic. The philosophical review, vol. 53 (1944), pp. 513–533.	1947	12	1	22-22	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
E. W. Beth	P. G. J. Vredenduin. Burkamp's logica (Burkamp's logic). Algemeen Nederlands tijdschrift voor wijsbegeerie en psychologie, vol. 37 (1943–1944), pp. 41–51; also Annalen van het Genootschap voor wetenschappelijke philosophie, vol. 14 (1944), pp. 1–11.	1947	12	1	22-22	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alice Ambrose	Yehoshua Bar-Hillel. Analysis of ‘correct” language. Mind, n.s., vol. 55 (1946), pp. 328–340.	1947	12	1	23-24	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Max Black	Bektrand Russell, Logical positivism. Polemic (London), no. 1 (1945), pp. 6–13.	1947	12	1	24-24	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Robert Feys	Josef De Vries. Logistische Zeichensprache und Philosophie. Scholastik, t. 16 (1941), pp. 369–379.	1947	12	1	24-24	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Robert Feys	Walter Brugger. Die Modalität einfacher Aussageverbindungen. Scholastik, t. 17 (1942), pp. 217–235.	1947	12	1	24-25	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Robert Feys	M. L. Guérard des Laurieks. Propositions logistiques vraies. Demonstrabilité Arithméisation. Les sciences philosophiques et théologiques, t. 2 (1941–1942), pp. 327–345.	1947	12	1	25-25	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Marcel Barzin. Sur la portée du théoréme de M. Gõdel. Académie royale de Belgique, Bulletin de la classe des sciences, ser. 5 vol. 26 (1940), pp. 230–239.	1947	12	1	25-25	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Thomas Greenwood. The unity of logic. The Thomist, vol. 8 (1945), pp. 457–470.	1947	12	1	25-26	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	Tadeusz Czezowski. Glówne zasady nauk filozoficznych (Fundamental principles of the philosophical sciences). Ksiegarnia naukowa. T. Szczesny i Ska, Toruń1946, 199 pp	1947	12	1	26-26	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Hugo Ribeiro	Willard V. Quine. Os Estados Unidos e o ressurgimento da lógica. Vida intelectual nos Estados Unidos (Sao Paulo), t. 2 (pub. 1946), pp. 267–286.	1947	12	1	26-26	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	Zygmunt Zawirski. Geneza i rozwój logiki intuicjonistycznej (Genesis and development of intuitionistic logic). Kwartalnik filozoficzny, vol. 16 no. 2–4 (1946), pp. 165–222.	1947	12	1	26-27	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	D. A. Bocvar. Nékotoryé logicéskié teorémyo normal'nyh mnozést'vah i prédikatah (Some logical theorems on the normal sets and predicates). Matémalicéskij sbornik (Recueil mathématique), n.s. vol. 16 (58), no. 3 (1945), pp. 345–352.	1947	12	1	27-27	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
S. C. Kleene	Robert Feys. La technique de la logique combinatoire. Revue philosophique de Louvain (fondée en 1894 sous le titre de “Revue Néo-scolastique”), vol. 44 (ser. 3 no. 1) (1946), pp. 74–103, and vol. 44 (ser. 3 no. 2) (1946), pp. 237–270.	1947	12	1	27-28	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
S. C. Kleene	Emil L. Post. Note on a conjecture of Skolem. The journal of symbolic logic, vol. 11 (1946), pp. 73–74.	1947	12	1	28-28	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
J. C. C. McKinsey	George D. Birkhoff and Garrett Birkhoff. Distributive postulates for systems like Boolean algebras. Transactions of the American Mathematical Society, vol. 60 (1946) pp. 3–11.	1947	12	1	28-29	review	algebraic logic	review-of-record entry reached			metadata only; full text not reached
A. R. Turquette	W. V. Quine. On relations as coextensive with classes. The journal of symbolic logic, vol. 11 (1946), pp. 71–72.	1947	12	1	28-28	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
	Valère Glivenko. Théorie générale des structures. Actualités scientifiques et industrielles 652. Hermann & C ie , Paris1938, 54 pp.	1947	12	1	29-29	bibliographical notice / unattributed review	unclassified from title metadata	review-of-record entry reached; reviewer metadata absent			metadata only; full text not reached
	Ninth Meeting of the Association for Symbolic Logic	1947	12	1	30-32	meeting abstracts	editorial/association apparatus				metadata only; full text not reached
	Errata	1947	12	1		errata	editorial/association apparatus				metadata only; full text not reached
	JSL volume 12 issue 1 Cover and Front matter	1947	12	1	f1-f5	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
Andrzej Mostowski	On absolute properties of relations	1947	12	2	33-42	primary technical publication	unclassified from title metadata				metadata only; full text not reached
W. V. Quine	The problem of interpreting modal logic	1947	12	2	43-48	primary technical publication	propositional, many-valued, and modal logic				metadata only; full text not reached
Arthur Francis Smullyan	Charles Morris. Signs, language, and behavior. Prentice-Hall, Inc., New York1946, v + 356 pp.	1947	12	2	49-51	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Virgil Hinshaw	Delton Thomas Howard. Analytical syllogistics. A pragmatic interpretation of the Aristotelian logic. Northwestern University studies in the humanities, no. 15. Evanston1946, ix + 181 pp.	1947	12	2	51-52	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	Everett J. Nelson. Contradiction and the presupposition of existence. Mind, n. s. vol. 55 (1946), pp. 319–327.	1947	12	2	52-55	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	Arthub Pap. A note on logic and existence. Mind, n. s. vol. 56 (1947), pp. 72–76.	1947	12	2	55-55	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Emil L. Post. A variant of a recursively unsolvable problem. Bulletin of the American Mathematical Society, vol. 52 (1946), pp. 264–268.	1947	12	2	55-56	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Henry Winthrop. Metalypsis and paradox in the concept of metalanguage. The philosophical review, vol. 54 (1945), pp. 607–610.	1947	12	2	55-55	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Franz Brentano. Psychologie du point de vue empirique. Translation and preface by Maurice de Gandillac. Aubier, Editions Montaigne, Paris1944, 461 pp.	1947	12	2	56-57	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Willard Van Orman Quine. Mathematical logic. Second printing. Harvard University Press, Cambridge, Mass., 1947, xi + 340 pp.	1947	12	2	56-56	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Charles Serrus. Traité de logique. Aubier, Editions Montaigne, Paris1945, 381 pp.	1947	12	2	57-57	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Maurice L'Abbé	Henri Hiż. Remarque sur le degré de complétude. Comptes rendus hebdomadaires des séances de l'Académie des Sciences (Paris), vol. 223 (1946), pp. 973–974.	1947	12	2	57-58	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Paul Bernays	Antoinette Virieux-Reymond. A propos de la nature de la négation en logique.Revue de théologie et de philosophie (Lausanne), n.s. vol. 28 (1940), pp. 134–136.	1947	12	2	58-58	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	B. Germansky. Axiomes des nombres naturels. Intermédiate des recherches mathématiques, vol. 2 (1946), pp. 121–122.	1947	12	2	58-58	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Paul Bernays	Heinrich Scholz. Eine neue Gestalt dcr Grundlagcnforschung.Forschungen und Fortschritle (Berlin), vol. 17 no. 35–36 (1941), pp. 382–384.	1947	12	2	58-59	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Max Black	O. Auriac. Contributions á la logique. Revue d'histoire de la philosophie et d'histoire générale de la civilisation, fasc. 41 (1946), pp. 49–66.	1947	12	2	58-58	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Victor Lalan. Definition de deux structures d'anneau dans une algébre de Boole. Comptes rendus hebdomadaires des séances de l'Académie des Sciences (Paris), vol. 223 (1946), pp. 1086–1087.	1947	12	2	58-58	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
David Nelson	A. Heyting. On weakened quantification. The journal of symbolic logic, vol. 11 (1946), pp. 119–121.	1947	12	2	59-59	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
G. H. V. Wright	Julius Weinberg. Our knowledge of other minds. The philosophical review, vol. 55 (1946), pp. 555–563.	1947	12	2	59-59	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Paul Schrecker. Leibniz and the art of inventing algorisms. Journal of the history of ideas, vol. 8 (1947), pp. 107–116.	1947	12	2	59-60	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
S. Ulam	Andrzej Mostowski. O zdaniach nierozstrzygalnych w sformalizowanych systemach matematyki (On undecidable propositions in formalized systems of mathematics). Kwartalnik filozoficzny, vol. 16 no. 2–4 (1946), pp. 223–277.	1947	12	2	60-60	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Willard V. Quine. A short course in logic. Chapters I-VII. Mimeographed. Harvard Cooperative Society, Cambridge, Mass., 1946, iv + 130 pp.	1947	12	2	60-61	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Alfred Tarski. Introduction to logic and to the methodology of deductive sciences. Translated by Olaf Helmer. Second edition, revised. Oxford University Press, New York1946, xviii + 239 pp.	1947	12	2	61-61	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	E. T. Bell. The development of mathematics. Second edition. McGraw-Hill Book Co., New York and London1945, xiii + 637 pp.	1947	12	2	61-62	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
E. W. Beth	Chapters from Modern Formal Logic.	1947	12	2	62	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Evert W. Beth	D. Van Dantzig. Wishunde, logica en ervaringswelenschappcu (Mathematics, logic, and empirical science). Studium generale: Syllabus van de algemeen vormende voordrachten in den cursus 1945–'46 gehouden aan de Technische Hoogeschool te Delft, 1918, pp. 71–104.	1947	12	2	62-63	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
